#separator:Tab
#html:false
#tags column:7
#columns:ID	Front	Back	Scope	Note	Source	Tags
cn-admin-reconsideration-suspension:zh-en	行政复议中止	suspension of administrative reconsideration	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国行政复议法（2023修订）	行政复议过程中出现法定暂时障碍时，案件审理暂停，待中止原因消除后继续审理的程序状态。 中止的核心是暂时停止而非案件终结；原因消除后应及时恢复审理，并由行政复议机关书面告知当事人。 项目释译，非官方译文；suspension 强调程序暂停，与 termination of administrative reconsideration 区分。	oll-cn-admin-labor:cn-admin-reconsideration-suspension | 中华人民共和国行政复议法（2023修订） 第39条 https://jiangsu.chinatax.gov.cn/art/2023/9/1/art_23636_1030.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::administrative domain::dispute_resolution jurisdiction::CN
cn-admin-reconsideration-suspension:en-zh	suspension of administrative reconsideration	行政复议中止	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国行政复议法（2023修订）	行政复议过程中出现法定暂时障碍时，案件审理暂停，待中止原因消除后继续审理的程序状态。 中止的核心是暂时停止而非案件终结；原因消除后应及时恢复审理，并由行政复议机关书面告知当事人。 项目释译，非官方译文；suspension 强调程序暂停，与 termination of administrative reconsideration 区分。	oll-cn-admin-labor:cn-admin-reconsideration-suspension | 中华人民共和国行政复议法（2023修订） 第39条 https://jiangsu.chinatax.gov.cn/art/2023/9/1/art_23636_1030.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::administrative domain::dispute_resolution jurisdiction::CN
cn-admin-reconsideration-termination:zh-en	行政复议终止	termination of administrative reconsideration	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国行政复议法（2023修订）	行政复议过程中出现法律列举的终结事由时，由行政复议机关决定结束该复议程序的状态。 终止不同于中止：例如申请人撤回申请并获准、特定主体终止且无权利义务承受人等情形可导致案件终结；中止原则上仍可能恢复。 项目释译，非官方译文；termination 表示复议程序终结，不等同于暂停。	oll-cn-admin-labor:cn-admin-reconsideration-termination | 中华人民共和国行政复议法（2023修订） 第39,41条 https://jiangsu.chinatax.gov.cn/art/2023/9/1/art_23636_1030.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::administrative domain::dispute_resolution jurisdiction::CN
cn-admin-reconsideration-termination:en-zh	termination of administrative reconsideration	行政复议终止	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国行政复议法（2023修订）	行政复议过程中出现法律列举的终结事由时，由行政复议机关决定结束该复议程序的状态。 终止不同于中止：例如申请人撤回申请并获准、特定主体终止且无权利义务承受人等情形可导致案件终结；中止原则上仍可能恢复。 项目释译，非官方译文；termination 表示复议程序终结，不等同于暂停。	oll-cn-admin-labor:cn-admin-reconsideration-termination | 中华人民共和国行政复议法（2023修订） 第39,41条 https://jiangsu.chinatax.gov.cn/art/2023/9/1/art_23636_1030.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::administrative domain::dispute_resolution jurisdiction::CN
cn-admin-reconsideration-time-limit:zh-en	行政复议申请期限	time limit for applying for administrative reconsideration	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国行政复议法（2023修订）	行政复议申请可以依法提出的期间，原则上自知道或者应当知道行政行为之日起六十日计算，法律规定更长期限的除外。 不可抗力或其他正当理由造成耽误时，期限按条文规则继续计算；行政机关未告知复议权利、机关和期限时另有起算规则及最长一年限制。 项目释译，非官方译文；time limit 比 limitation period 更中性，避免与民事诉讼时效混同。	oll-cn-admin-labor:cn-admin-reconsideration-time-limit | 中华人民共和国行政复议法（2023修订） 第20条 https://jiangsu.chinatax.gov.cn/art/2023/9/1/art_23636_1030.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::administrative domain::dispute_resolution jurisdiction::CN
cn-admin-reconsideration-time-limit:en-zh	time limit for applying for administrative reconsideration	行政复议申请期限	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国行政复议法（2023修订）	行政复议申请可以依法提出的期间，原则上自知道或者应当知道行政行为之日起六十日计算，法律规定更长期限的除外。 不可抗力或其他正当理由造成耽误时，期限按条文规则继续计算；行政机关未告知复议权利、机关和期限时另有起算规则及最长一年限制。 项目释译，非官方译文；time limit 比 limitation period 更中性，避免与民事诉讼时效混同。	oll-cn-admin-labor:cn-admin-reconsideration-time-limit | 中华人民共和国行政复议法（2023修订） 第20条 https://jiangsu.chinatax.gov.cn/art/2023/9/1/art_23636_1030.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::administrative domain::dispute_resolution jurisdiction::CN
cn-admin-reconsideration-written-application:zh-en	行政复议书面申请	written application for administrative reconsideration	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国行政复议法（2023修订）	以书面形式提出的行政复议申请，可以通过邮寄、行政复议机关指定的互联网渠道或者当面提交等法定方式提出。 书面申请并非唯一形式；书面申请有困难时法律允许口头申请。 项目释译，非官方译文；written application 指申请形式，不表示必须使用特定纸质表格。	oll-cn-admin-labor:cn-admin-reconsideration-written-application | 中华人民共和国行政复议法（2023修订） 第22条 https://jiangsu.chinatax.gov.cn/art/2023/9/1/art_23636_1030.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::administrative domain::dispute_resolution jurisdiction::CN
cn-admin-reconsideration-written-application:en-zh	written application for administrative reconsideration	行政复议书面申请	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国行政复议法（2023修订）	以书面形式提出的行政复议申请，可以通过邮寄、行政复议机关指定的互联网渠道或者当面提交等法定方式提出。 书面申请并非唯一形式；书面申请有困难时法律允许口头申请。 项目释译，非官方译文；written application 指申请形式，不表示必须使用特定纸质表格。	oll-cn-admin-labor:cn-admin-reconsideration-written-application | 中华人民共和国行政复议法（2023修订） 第22条 https://jiangsu.chinatax.gov.cn/art/2023/9/1/art_23636_1030.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::administrative domain::dispute_resolution jurisdiction::CN
cn-admin-recusal:zh-en	回避	recusal	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国行政处罚法（2021修订）	行政处罚案件中，执法人员因与案件存在直接利害关系或其他可能影响公正执法的关系而退出案件办理的制度。 当事人可以申请执法人员回避；申请提出后由行政机关依法审查，在决定作出前调查原则上不停止。 项目释译，非官方译文；recusal 在此特指行政执法人员回避，不自动涵盖司法回避的全部规则。	oll-cn-admin-labor:cn-admin-recusal | 中华人民共和国行政处罚法（2021修订） 第43条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5211778/content.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::administrative jurisdiction::CN
cn-admin-recusal:en-zh	recusal	回避	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国行政处罚法（2021修订）	行政处罚案件中，执法人员因与案件存在直接利害关系或其他可能影响公正执法的关系而退出案件办理的制度。 当事人可以申请执法人员回避；申请提出后由行政机关依法审查，在决定作出前调查原则上不停止。 项目释译，非官方译文；recusal 在此特指行政执法人员回避，不自动涵盖司法回避的全部规则。	oll-cn-admin-labor:cn-admin-recusal | 中华人民共和国行政处罚法（2021修订） 第43条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5211778/content.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::administrative jurisdiction::CN
cn-admin-statement-right:zh-en	陈述权	right to make representations	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国行政处罚法（2021修订）	行政处罚程序中，当事人就拟受处罚事项陈述事实、意见和理由的程序性权利。 行政机关作出处罚决定前应告知相关权利，并充分听取当事人意见；当事人的陈述不能成为加重处罚的理由。 项目释译，非官方译文；make representations 强调向行政机关陈述意见，不等同于诉讼中的 oral argument。	oll-cn-admin-labor:cn-admin-statement-right | 中华人民共和国行政处罚法（2021修订） 第7,44,45条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5211778/content.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::administrative jurisdiction::CN
cn-admin-statement-right:en-zh	right to make representations	陈述权	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国行政处罚法（2021修订）	行政处罚程序中，当事人就拟受处罚事项陈述事实、意见和理由的程序性权利。 行政机关作出处罚决定前应告知相关权利，并充分听取当事人意见；当事人的陈述不能成为加重处罚的理由。 项目释译，非官方译文；make representations 强调向行政机关陈述意见，不等同于诉讼中的 oral argument。	oll-cn-admin-labor:cn-admin-statement-right | 中华人民共和国行政处罚法（2021修订） 第7,44,45条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5211778/content.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::administrative jurisdiction::CN
cn-age-criminal-responsibility:zh-en	刑事责任年龄	age of criminal responsibility	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国刑法（含刑法修正案十二的现行合并文本）	刑法按行为人年龄、特定严重犯罪及法定程序确定是否承担刑事责任以及未成年人从宽处理的年龄规则。 第十七条设置十六周岁的一般规则、十四至十六周岁的特定罪名规则，以及十二至十四周岁在严格条件和最高检核准下的追诉规则。 项目释译，非官方译文；英文仅服务中国大陆刑法学习语境，不主张跨法域概念完全等同。	oll-cn-criminal:cn-age-criminal-responsibility | 中华人民共和国刑法（含刑法修正案十二的现行合并文本） 第17条 https://tianjin.chinatax.gov.cn/11200000000/0300/030004/03000418/20240920152615743.shtml	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::criminal jurisdiction::CN
